SP_PRIMARY	PDB
A0A0A7HR51	6tvd;6tjw;6tvc;6tva;6twh;6txo;6tvb;6tvt;6ty1;6twv;6tvs;6tjy;6twi;6tvr;6tws;6tvf
A0A0A7I0A5	6jkp;6jko
A0A0A7I3C6	6vy2;6xcj
A0A0A7I435	6jix
A0A0A7JLK4	6vox
A0A0A7M685	5ldu
A0A0A7S0J1	7vcp;7vco
A0A0A7SZD7	7q34
A0A0A7XPH7	6ki7;6ki8;6k27;6k21
A0A0A8F713	4k40
A0A0A8IBJ8	5b5l;5b5s
A0A0A8IK66	3wob;3woc
A0A0A8R8E6	6eu8
A0A0A8RA06	6cxb
A0A0A8RMX6	7qz2;7qzo
A0A0A8UKD4	6wqc;6wqb
A0A0A8WFP6	3pl6
A0A0A8XFY0	6a37
A0A0A9P802	6stn;6str;6stm;6stq;6sto;6stp
A0A0B0DHJ1	6ywy;6ywe
A0A0B0DIC8	6n1y;6n21;6n20
A0A0B0DIK4	6ywy;6ywe
A0A0B0DJ04	6ywy;6ywe
A0A0B0DJN7	6ywe;6ywy
A0A0B0DJR9	6ywy;6ywe
A0A0B0DK80	6ywy;6ywe
A0A0B0DKS9	6ywe;6ywy
A0A0B0DM93	6ywe;6ywy;6yws
A0A0B0DM95	6ywy;6ywe
A0A0B0DMU6	6ywy;6yws;6ywe
A0A0B0DNH1	6ywy;6ywe
A0A0B0DNQ5	6ywy;6ywe
A0A0B0DP65	6ywe;6ywy
A0A0B0DPP2	6ywy;6ywe
A0A0B0DQ90	6ywy;6ywe
A0A0B0DQD0	6ywe;6ywy
A0A0B0DQD8	6ywy;6ywe
A0A0B0DQR9	6ywe;6ywy
A0A0B0DRW6	6ywy;6ywe
A0A0B0DT83	6ywy;6ywe
A0A0B0DTH5	6ywy;6ywe
A0A0B0DTN8	6ywe;6ywy
A0A0B0DU00	6ywy;6ywe
A0A0B0DUU4	6ywe;6ywy
A0A0B0DW15	6ywe;6ywy
A0A0B0DWX0	6ywx;6ywy;6ywv;6ywe;6yws
A0A0B0DXI2	6ywy;6ywe
A0A0B0DXJ0	7ny1;7nxf
A0A0B0DXP8	6ywe;6ywy
A0A0B0DYB0	6ywy;6ywe
A0A0B0DYT5	7r81
A0A0B0DZ96	6ywe;6ywy
A0A0B0E0Q5	6ywe;6ywy
A0A0B0E339	6ywy;6ywe
A0A0B0E388	6ywy;6ywe
A0A0B0E3D2	6ywe;6ywy
A0A0B0E462	6ywe;6ywy
A0A0B0E6P7	6ywy;6ywe
A0A0B0E7L9	6ywy;6ywe
A0A0B0E7P2	6ywy;6ywe
A0A0B0EAU9	6ywe;6ywy
A0A0B0ECJ7	6ywy;6ywe
A0A0B0ECK1	6ywy;6ywe
A0A0B0ED13	6ywy;6ywe
A0A0B0EEW5	6ywy;6ywe
A0A0B0EF55	6ywe;6ywy
A0A0B0IKH9	6qu0
A0A0B0QJN8	7ae9;7ae2
A0A0B0QJR1	7ae8;7ae9;7ae6;7ae2
A0A0B0SD75	6znx
A0A0B0SG80	7omy;7omx;7omw;7omz;7omv;7on0
A0A0B0W5A7	5t86
A0A0B1KWV6	4z9c;4z9d
A0A0B2DUK3	7e1s;7e1r
A0A0B2DZ94	6jsx
A0A0B2E3F3	7e1q;7e1s;7e1r
A0A0B3WH85	6wmt;6wmr
A0A0B4J184	2mix
A0A0B4J185	3wnv
A0A0B4J186	4o98
A0A0B4J187	4rnl
A0A0B4J1J9	6miv;6miy;6mj4;6mja;4y16;4y4f;6mji;6mj6;4y4k;6mjq;6mjj;5vcj;4y4h;4y2d;4zak
A0A0B4J1L0	4jgj
A0A0B4J1U3	6mid
A0A0B4J1U6	6avg
A0A0B4J1V1	6apd
A0A0B4J200	7ndt
A0A0B4J240	6v80
A0A0B4J268	6avf;7ndq;6at6;7ndu;6avg
A0A0B4J271	7fjd;5c0c;4wwk;5c07;5c08;5c0b;5c09;5hyj;7fjf;5c0a;6jxr;7fje
A0A0B4J272	6cqq;6cph;6cql;6cqn;6cqr
A0A0B4J274	5ksb;5ksa;5ks9
A0A0B4J277	5fka;6r2l;5men;5fk9;4udt;4udu
A0A0B4J279	2bnu;4ww1;6q3s;2bnq;4ww2;5bs0;2bnr;5eu6;5brz
A0A0B4J2E0	5hyj;5c0b;5c08;5c0a;5c0c;5c09;5c07
A0A0B4J2H0	5c6w;5wkz;5cba;5cbe;5c2b
A0A0B4JDC9	6q9m;4z8a;4z88;4z89
A0A0B4JDK1	2n2z
A0A0B4KG38	6qp8
A0A0B4KGY5	5fu7
A0A0B4KHI4	6es4
A0A0B4KIF6	5fgl;5fhp
A0A0B4L2Y4	6mo2
A0A0B4L3F2	5u4w
A0A0B4LHJ5	6p07
A0A0B4MVN6	3epd
A0A0B4N0B9	7z47
A0A0B4N0C1	7z47
A0A0B4N1Q7	7z48
A0A0B4N229	7z44
A0A0B4N231	7z47
A0A0B4N235	7z47
A0A0B4N5Z5	5hum
A0A0B4ND47	7bwf
A0A0B4SHY9	4ut6;4utc;4utb;5n09;5n0a;4uta
A0A0B4U8I5	5e9a
A0A0B4W229	6izr;6ixw;6izv
A0A0B4WYC6	7mm4;7mm6;7mm8;6dir;7l7p;6pj2;7mm9;7mmk;7mml;6pix;5eqs;7l7l;7l7n;6cvw;7mmj;6diu;7mm3;6piz;7d5l;5eqr;6diw;7mm2;5esb;7mmc;6cvy;6pj0;6cvx;6dit;6div;6piw;7mm7;7mmb;6dis;7mm5;7mma;6diq;6piu;6pj1;6piv;6piy
A0A0B4ZYM1	5o4u
A0A0B5A8Q2	6veq;5jyq
A0A0B5AC95	5jyq;6veq
A0A0B5CSU4	7elh
A0A0B5CUT9	7ell
A0A0B5GUD2	6p3i;6ozv;6oyf;6p4u
A0A0B5GUS3	5fwz;5fx0
A0A0B5H0S3	6p1j
A0A0B5H9B3	6xqm;6xqh;6xql;6xof;6xqg;6xqf
A0A0B5KBT7	4q3l
A0A0B5KGV8	4q3k
A0A0B5KNF6	4q3m
A0A0B5KQQ5	4q3o
A0A0B5KUB4	4q3n
A0A0B5LB55	7dbl;7dbi
A0A0B5RNJ4	6kbw
A0A0B6AAV2	7r1c
A0A0B6CT24	6wmr;6wmt
A0A0B6VJB4	6shl
A0A0B6VL42	7ns0
A0A0B6VPP7	5x5g;5gwa;5gs8
A0A0B6VQW0	3epd
A0A0B6XLA1	4yjj
A0A0B6XLG9	4yjj
A0A0B7GIC8	6txt
A0A0B7GNW3	7o5y
A0A0B7GP99	7b7p;7ba2
A0A0B7GRV8	7oa7
A0A0B7GU52	6i2o
A0A0B7LH44	5f9t
A0A0B8QZ66	6vgs
A0A0B8R2U7	4tkr
A0A0B8RFI6	5sxo
A0A0B8RVL1	7b0y;7ozn;7pks;7ozo;7ozp
A0A0B8RZH0	6gqe
A0A0B8ZWE6	5xm4
A0A0B9W6J3	7ti7
A0A0B9X4I2	7rit;7met
A0A0B9X9I7	6eus
A0A0C0C2K2	6d0p
A0A0C1F4U8	7pzj
A0A0C1MLE8	7n79;7rgb;7rf9
A0A0C2JEQ8	2mw3
A0A0C2W699	7wm6;7wm5
A0A0C2W6A5	6l2l;6l2m
A0A0C2W9F0	4za6
A0A0C2ZKK6	7e3t
A0A0C3A3T0	6qe6
A0A0C3GRP6	7qgu
A0A0C3GZC9	7mft;7mfm
A0A0C3K8Q6	6fh4
A0A0C4DG89	7evo
A0A0C4DGV4	6wj2;6wj3;6b9x
A0A0C4DGY3	6xt9
A0A0C4DH27	7lli
A0A0C4DH28	7rym;7ryo;7ryn;7ryl
A0A0C4DH41	7d03;7czw
A0A0C4DI32	5od4
A0A0C4KUT2	6x1l
A0A0C4MX98	7n1i;7n1h
A0A0C4URS3	6hxz
A0A0C4WVM3	5hun
A0A0C4WXC5	5huk
A0A0C4X0C0	5huf
A0A0C4ZKA8	5nht
A0A0C4ZYE2	6d7c
A0A0C5AQI9	6j66
A0A0C5AWF6	7c4y;6aku;7c4w;7bzo;7bzt;6akt;7bzn;7c4z;6aks;7bzu;7c4t
A0A0C5AZ80	6aku;6aks;6akt
A0A0C5BL75	5hug
A0A0C5DR25	5o98
A0A0C5GWS2	6jeq;6jhh;6jhi;6jhf;6jhg;6jfj;6jfx
A0A0C5PQX9	7rye
A0A0C5PVE3	6f7d;6f7k
A0A0C5VFC0	6x2q;6lwu
A0A0C5XKJ0	6d0h;6d0i
A0A0C5XL88	6d0i;6d0h
A0A0C6DRW4	3x0y;3x0x
A0A0C6F3X3	7we6
A0A0C9MKT2	6sjt
A0A0D0F5I0	5wti
A0A0D0GHZ5	5zhb
A0A0D1DAV4	7cjr
A0A0D1DQH0	5mm4;5mm7
A0A0D1DWQ2	6fpf;6fpg;6ti2
A0A0D1DWZ5	7pze
A0A0D1GR95	7ttu;7ttw
A0A0D1H088	7ttw;7ttu
A0A0D1H0B5	7ttu;7ttw
A0A0D1H2J5	7nhl
A0A0D1H5C2	7ttw;7ttu
A0A0D1IHL7	5z7h;5zzo
A0A0D1IHY2	7p48
A0A0D1JMX2	7p48
A0A0D1JTN2	7nhl;7nhm
A0A0D1M7L2	5m8e
A0A0D1MA58	5ieb
A0A0D1XFW6	6snl
A0A0D2C5V9	6fte
A0A0D2H023	5xwz
A0A0D2ILK1	5z97;5xo8;5xo6;5xo7;5z7j;5z5j
A0A0D2UG83	7ny7;7ny6
A0A0D3MU45	7d3c
A0A0D3MU51	6g13
A0A0D3RJT7	5ojy;5ojx
A0A0D4BSW3	6h3x
A0A0D4WV12	4q6x
A0A0D5NT23	7f5w
A0A0D5X2Y8	6r45
A0A0D5YC82	5dd7;6mfm;5cm7
A0A0D5YCX7	5vaw
A0A0D5YCZ0	8d57
A0A0D5YE19	5eo6
A0A0D5YEC3	4ziy
A0A0D5YFP2	5udf
A0A0D5YGK2	6et6
A0A0D5YGN4	7s04
A0A0D5YHU7	6acs
A0A0D5YI36	5dl8
A0A0D5YK08	6nds
A0A0D5YKJ7	5urb
A0A0D5YKR4	5dl7
A0A0D5ZBI4	6zji
A0A0D6BD52	6lk7
A0A0D6CBA8	5zv9;5zvc
A0A0D6E2L8	6igz
A0A0D6F9Y3	7dw7
A0A0D6FFE3	7f17;7f18
A0A0D6FLB3	7nvg
A0A0D6FLD2	7nvg
A0A0D6FLN2	7nvg
A0A0D6FWC1	7mt4;7kxc;7lkl;7kyt;7mt6;7kwv;7mt5;7l03;7lev
A0A0D6GBX6	7n8y
A0A0D6GIC9	7nvg
A0A0D6GJV1	7kax;7kaw;7kay;7kaz;7kav
A0A0D6GKK7	7nvg
A0A0D6H805	4p06;4p07;4p04;4p05
A0A0D6H8R3	6t6v;6qq5;6qq6
A0A0D6H967	6gyz
A0A0D6HIR7	7o4m;7o4o;7o4n
A0A0D6HUA0	4wac;4wad
A0A0D6I0H1	5lox
A0A0D6I3Y9	7e3y
A0A0D6IF67	6a09;6a07;6a02
A0A0D6IV69	6din
A0A0D6JKM4	7dib
A0A0D6KM24	6pq1
A0A0D6KMZ1	5tz0
A0A0D6L0Q7	6mcj
A0A0D7C2L1	5cze
A0A0D7C3R7	5h5y;6ai4
A0A0D7LY80	5yss
A0A0D8G707	5gko;5ws4
A0A0D8JSK0	5b8i
A0A0D8VEJ4	2mi2
A0A0D9RBI8	3x0g
A0A0D9Z3K8	6brt
A0A0E0TD69	3w6j
A0A0E0TE00	3w6j;3w6k
A0A0E0TG05	3uwx;3ux8
A0A0E0TGF4	6vsa;6vsc
A0A0E0TGM2	3uwx
A0A0E0UT28	5vw1
A0A0E0XV41	6q97
A0A0E0Y7A2	4jkr
A0A0E1CHI1	4r85;4r7w;4r88
A0A0E1CQ35	5v3d;5v91
A0A0E1EIJ0	6m6t
A0A0E1LZC3	5ci1;5ci4;5ci0
A0A0E1M2F3	7pju
A0A0E1M2J4	7tos
A0A0E1M5B1	6nhl
A0A0E1NKQ3	2mn2
A0A0E1NWS3	3nu1
A0A0E1PUF7	7f28
A0A0E1Q0H1	7f28
A0A0E1S3N2	4bko
A0A0E1SBH3	3e5y
A0A0E1SLC7	5eum
A0A0E1SMD9	6po4
A0A0E1U3Z8	4whx
A0A0E1XLJ5	5x1x
A0A0E2IV13	6xph;6xpj;6xpl;6xpi;6xpk
A0A0E2J8H5	7mmx
A0A0E2KXL3	6xgf;7sa4;6vyy;6x7k;7k00;6om6;6ogg;6xij;6ogi;6xdr;6vyw;6ogf;6vyr;6vys;6x9q;7s1h;7s1j;6vz5;6xdq;6xii;6vyq;7s1k;6vyx;6vz2;7ug7;6x7f;6vzj;6x6t;7s1i;7s1g;6vyz
A0A0E2L017	6vyw;6osk;6wd2;6wd8;6vyz;7s1i;6u48;6vyr;7s1j;6wd3;6wd4;7lvk;6vys;6vzj;6wd5;6xij;6xdr;6vyt;6xgf;6vyy;7tos;7k00;6vyx;6vz3;6x7k;6orl;6pj6;6x9q;7s1g;6xii;6ogf;6ogi;6xdq;7s1k;6vu3;6wda;6x7f;6wd9;6wd1;6vyq;6om6;6wd0;7ug7;6vz2;6vz5;6vz7;6ogg;7s1h;6vyu;6x6t;6wd7;6osq;7sa4
A0A0E2L2J1	6vyy;6x9q;7s1i;7s1k;6xij;7s1g;6vyr;7k00;7ug7;6vz2;6vz5;6x6t;6xii;6ogf;6ogg;6xgf;6vyw;6xdq;7s1h;6ogi;6vyq;6vys;6x7f;7sa4;6vzj;7s1j;6om6;6x7k;6xdr;6vyx;6vyz;6vyt
A0A0E2ZLH6	6alx
A0A0E3CPJ0	6j98
A0A0E3D3H8	7cfj;7f87
A0A0E3ELC2	7tlx
A0A0E3GLN3	5a24
A0A0E3GTJ4	5n35;5n41
A0A0E3J9R6	6hiv
A0A0E3JLZ0	5ydm;5yda;5ydl
A0A0E3K9N8	5itj;5itm
A0A0E3LP72	6qgt;6qii;6qgr
A0A0E3MJI1	5jpq
A0A0E3QWH3	6qgt;6qgr;6qii
A0A0E3QYL7	6qgt;6qgr;6qii
A0A0E3SVE7	6ppc
A0A0E3SXU7	6uh1;6uh6;6uh7
A0A0E3TT64	6oz1
A0A0E3U2U0	5zz8
A0A0E3UPZ3	7d6m
A0A0E3URV8	5nch;5ncj;5nci
A0A0E3VZU8	5n2u
A0A0E3W010	5nb3;5aqd;5fvb;5nb4
A0A0E3X5I8	5zv7;5zus;5zv5
A0A0E3XK95	7m8l
A0A0E3ZCF3	6y63;6y61;6y64
A0A0E3ZJD7	6xfr
A0A0E4AYE7	7dmn;7e22;7e5t
A0A0E4B1P1	5lkk;5f4o;5lkc;5lkg
A0A0E4B213	6p4c;6p4b;6p4a
A0A0E4B366	5tr8
A0A0E4G455	5aqd;5nb4;5nb3;5fvb
A0A0E7KI02	7zcv
A0A0E7XN74	7b0k
A0A0E8NV14	7dlr;7clk;7e4x;7e51
A0A0E8T757	5oj0;5oau
A0A0E9AP91	5v93
A0A0E9NAT8	5jxt
A0A0F0AZW0	6ugl
A0A0F0B4M5	7u37
A0A0F0G8G2	7tfd;7tfa;7tfb;7tdp
A0A0F4FMM6	6kue
A0A0F4FYR3	6hqh
A0A0F4FZC1	2o8s
A0A0F4VK59	7lvl;7mjf;7loy
A0A0F4YFS6	6unv
A0A0F5HNH9	6n63
A0A0F5HPP7	6nj8;7mh2
A0A0F5I5V4	6nvy
A0A0F6AJI7	1yab
A0A0F6AK20	3din
A0A0F6AK91	1z82
A0A0F6AN26	3jxo
A0A0F6AQU1	5jis;5jjc
A0A0F6AR69	4hzd;4hzc
A0A0F6AW83	4ew7
A0A0F6AWM7	4g2p
A0A0F6AY66	3vw1;6ie9;3vw2;3vvx;6ie8;3vw0;3vvz;3vvy
A0A0F6AZI6	6ggo;6ggr
A0A0F6AZN3	4erh;5ves
A0A0F6AZQ4	1k3s
A0A0F6B070	5e3v
A0A0F6B1U8	4exk
A0A0F6B221	4eru
A0A0F6B281	4p7b
A0A0F6B4U8	4iqn
A0A0F6C2F5	3x2r;4q79
A0A0F6CKR5	2ndp
A0A0F6FJ34	4xhn;4xe7;4xho;4xhp
A0A0F6FRT6	5wsz
A0A0F6N442	7kik
A0A0F6N4U7	6kwl;6kwk
A0A0F6NFW5	6zxs;6zoo;6yez;6yac
A0A0F6NGI2	5l8r;6zxs;6zoo;7dkz;6yac;6yez
A0A0F6NGV0	7p1h
A0A0F6P2I5	5fdh
A0A0F6R9G3	7m5i
A0A0F6SD02	5fi5;5fi3
A0A0F6T703	7c81;7c9s;7cmk;7c9u;7c9w;7c9v;7c80;7c9t
A0A0F6WGE1	5gms;5gmr
A0A0F6YEF6	5hdo
A0A0F7IPS1	7od0
A0A0F7J3Q3	6xrr
A0A0F7J5J2	7nvg
A0A0F7J5J5	7nvg
A0A0F7J7J8	7nvg;6r69
A0A0F7J820	7nvg
A0A0F7J874	7n8y
A0A0F7J893	7nvg
A0A0F7J8S0	5zw9;5zwa;5zwb
A0A0F7LMQ4	7nyz;7nz2;7nyw;7nyy;7nz0;7nz4;7nz3;7nyx
A0A0F7LPV6	7nyy;7nz4;7nyz;7nz2;7nyw;7nyx;7nz3;7nz0
A0A0F7LRY2	7nz0;7nyy;7nz2;7nz3;7nyx;7nyz;7nz4;7nyw
A0A0F7LUV5	7nyz;7nz2;7nz0;7nz3;7nyw;7nyx
A0A0F7PV22	5gt1
A0A0F7R1P3	4nja;6awp;6awq;6awo;6awn
A0A0F7R2R9	6m01
A0A0F7R5U8	6c5k;6c5j;6awp;6awo;6awn;6c5h;6awq;6c5i
A0A0F7R6D6	4xpp;4xpo;4xpq;4xpr;4xps
A0A0F7R6G7	7dq5;7dq6;6m01
A0A0F7UUA6	6bfa
A0A0F7UXI8	5xxu
A0A0F7UYM7	5xxu
A0A0F7UZ05	6tj5;6tj6
A0A0F7V8B2	5j3u
A0A0F7VBC6	6t69;6t6q
A0A0F7VRL1	2n5c
A0A0F8I5V2	7f8t
A0A0F8IEL4	6opm
A0A0F8JXW8	7rsm
A0A0F8L1I7	7omm
A0A0F8NYV9	5t6r
A0A0F8R9A0	7cc3;7caq;7car;7cas;7cav
A0A0F8V8L2	5yee;5yed
A0A0F8XMN8	5zzb
A0A0F9XM91	5jbo
A0A0F9ZQA8	5jbk
A0A0G1XU35	7o92
A0A0G2JF94	5m01;5m00;5m02;6g9q
A0A0G2JFA3	4n5e;4n0c;4mxq;4mvb
A0A0G2JG46	4zak
A0A0G2JJP1	7qs2
A0A0G2JMB4	7fje;7fjd;6cqn;7fjf
A0A0G2JR65	7pov;7pp6
A0A0G2JZW1	6oor
A0A0G2K8Z9	6a1z;7d8v;5zbr;6a20;5zbs
A0A0G2KTI4	6npk;6npj;6nph;6npl
A0A0G2LB96	7n4k;7n5p;3pqy;7n5c
A0A0G2Q8L7	3lgj
A0A0G2RKR9	5gmx
A0A0G2UHG5	7bwe;7bwo
A0A0G3E2X5	6vfn
A0A0G3F489	7tjy;7tk0;7tjz;7tk1
A0A0G3F8Z3	2myh
A0A0G3FEJ8	5d8m
A0A0G3FEK2	5ibz
A0A0G3FH20	6sdg
A0A0G3H170	6zzm
A0A0G3NED2	8dos
A0A0G4DBU7	7cij;7cii;7cif;7cig;7cim
A0A0G4DCU0	7d4d;7d4c;7c3j;7d4e;7c3i;7c3l;7c3h
A0A0G8B235	7emg
A0A0G9F5E5	7r3b
A0A0H0GLE6	7t88
A0A0H0XV02	5z87
A0A0H0Y8X2	5xgf
A0A0H1I052	7s56;7s54
A0A0H2K0A0	6s0x;7p48;6s13;5ngm;5t7v
A0A0H2UKY1	2mlj
A0A0H2UKY3	4d71
A0A0H2UKY4	4d72
A0A0H2UKY5	4o4u
A0A0H2UKY6	4o4x
A0A0H2UKY8	4ohn
A0A0H2UKY9	4oud
A0A0H2UKZ0	4oud
A0A0H2UKZ1	4p96
A0A0H2UKZ3	4rha
A0A0H2UKZ4	4rku
A0A0H2UKZ5	4s12
A0A0H2UKZ6	4s1n
A0A0H2UKZ7	4s1v
A0A0H2UKZ8	4v1n;4v1o
A0A0H2UL03	4wey;4wf4;4wet;4wf5
A0A0H2UL04	4xda;4xck;4x8f
A0A0H2UMY0	5mlt
A0A0H2UMZ7	2pqv
A0A0H2UN19	4e8d;4e8c
A0A0H2UN21	2pok
A0A0H2UN22	2ah5
A0A0H2UN25	3i0z
A0A0H2UN41	4ffj
A0A0H2UN46	4eys;4e94
A0A0H2UN73	2gnp
A0A0H2UN86	2la3
A0A0H2UN92	6jf1
A0A0H2UN95	4ics;4icq;4icr
A0A0H2UNA1	3ge2
A0A0H2UNC7	2mvb
A0A0H2UND0	2atr
A0A0H2UNG0	2ya0;2ya1;2ya2;2j44
A0A0H2UNH0	6jyx
A0A0H2UNJ8	2ppw
A0A0H2UNK6	2oi2
A0A0H2UNM0	4oq1
A0A0H2UNM7	2y1v;2x9z;2x9w;3rpk;2x9x;2x9y;2l4o
A0A0H2UNQ9	2wts;2w1j
A0A0H2UNS1	3nbm
A0A0H2UNT5	2l7y;2xqx
A0A0H2UNT6	2ww8;5mkc
A0A0H2UNW2	1g2r
A0A0H2UNZ8	2uz0
A0A0H2UP19	4cu8;4cu7;4cu6;4cuc
A0A0H2UP26	4evm;4hqs
A0A0H2UP35	4ipn;4ipl
A0A0H2UP38	2b67
A0A0H2UP67	1z72
A0A0H2UP74	4nt9
A0A0H2UP77	2i7r
A0A0H2UPA7	2l3a;4g06;3obh;5zkm
A0A0H2UPC8	2fi1
A0A0H2UPF3	6ya4;6y9u;6yag;6ya3;6yab
A0A0H2UPL4	2hiy
A0A0H2UPM3	3go5
A0A0H2UPP7	3mms
A0A0H2UPQ2	4ff5
A0A0H2UPR5	2yp6;4hqz
A0A0H2UPS5	2gyy;2gz3;2gz2;2gz1
A0A0H2UPT5	4hmp;4hmo;4hmq
A0A0H2UPV6	3lft
A0A0H2UPY1	2be3
A0A0H2UPY5	3op1
A0A0H2UPY9	2idl
A0A0H2UQ08	6af4;6af3
A0A0H2UQ20	6af4;6af3
A0A0H2UQ30	1vqz
A0A0H2UQ68	6eb7;6ebb;6ebr
A0A0H2UQ78	2gk4
A0A0H2UQ81	2b06
A0A0H2UQ89	2cs7
A0A0H2UQ91	4oen
A0A0H2UQA6	3uqz
A0A0H2UQB5	1jyl;1jyk
A0A0H2UQE4	4yw5;4yw1;4yz5;4yw2;4yz3;4yz2;4yw3;4yz1;4yz4
A0A0H2UQH5	7paf
A0A0H2UQJ9	1ydf
A0A0H2UQU7	2hsj
A0A0H2UQV3	2hng
A0A0H2UQV5	4qdy
A0A0H2UR04	2ho5;4nhe;4iq0
A0A0H2UR34	3o94;3o90;3o92;3o93;3o91
A0A0H2UR54	3kr9;3ku1
A0A0H2UR67	3pn9
A0A0H2UR88	6lnw
A0A0H2UR89	4r01
A0A0H2UR98	4iaj
A0A0H2URA0	4hfq
A0A0H2URA5	5yrz
A0A0H2URA6	6lnw
A0A0H2URC7	5yrz
A0A0H2URD6	5g60;5g61;5g5y;5g62;5g5z
A0A0H2URF0	4i82
A0A0H2URG7	4pqg
A0A0H2URI7	7lzg
A0A0H2URJ0	6lnw
A0A0H2URJ7	6pql;6prg;2hfb;2hq0;6pre;2heu;2i58
A0A0H2URK1	5jui;3zgi;3zgh
A0A0H2URM0	2m7o
A0A0H2URM1	6ewq;6ewr;6ewj
A0A0H2URN1	5kck
A0A0H2URN9	3zpp
A0A0H2URP5	3ck2
A0A0H2URQ6	6pi0;6phu;6phw;6phy;6phv;6phx
A0A0H2URR1	2i79
A0A0H2URU9	5nca
A0A0H2URV7	2mu2;2mu1;2msn;2go7
A0A0H2URW2	2oys;1sqs
A0A0H2URZ6	3qsp;3qry;3qpf
A0A0H2US34	2wmf;2j1v;2j1t;2wmg;2j1r;2j22;2j1u;2wmh;2j1s
A0A0H2US38	5t3u
A0A0H2US48	4c25;4c24
A0A0H2US50	1w9r
A0A0H2US63	2l97
A0A0H2US72	3fb9
A0A0H2US73	5ac5;5a69;5a6k;5ac4;5a6b;5a6j;5a6a
A0A0H2US78	6org;6or4;6orf;6orh
A0A0H2US93	4c23
A0A0H2USG4	2gup
A0A0H2USH8	5t5d
A0A0H2USK2	2ibo
A0A0H2USX5	5jls;5jlu
A0A0H2UT30	4kt6
A0A0H2UT39	4i7h
A0A0H2UTE5	2qgz
A0A0H2UTK0	6o5c
A0A0H2UTN5	4kt6
A0A0H2UUG0	4nsm
A0A0H2UWN8	7n1n;6cka;7n10
A0A0H2UXE9	2for
A0A0H2UXX1	2ia4;2vha
A0A0H2UYY2	3f5s;3e9q;3gy0
A0A0H2UZX2	2rjb
A0A0H2V277	2ozz
A0A0H2V2B5	2otd
A0A0H2V3A6	3efb
A0A0H2V3I0	5lp9
A0A0H2V3J7	6s8g;6s8n;6s8h
A0A0H2V4A7	3lhx
A0A0H2V4H2	3ed4
A0A0H2V5A3	6bea
A0A0H2V5I6	6wgq
A0A0H2V6G8	3c4r
A0A0H2V6Q4	3bqw
A0A0H2V6Y9	3f5q;3gz4
A0A0H2V731	7kob
A0A0H2V735	4k74
A0A0H2V7F2	4im7
A0A0H2V7F6	5lng;5lne
A0A0H2V7J1	4jiw
A0A0H2V833	4iiu;4iiv
A0A0H2V857	3ogh
A0A0H2V8D3	4e6x;4e6w
A0A0H2V9Q5	4ilk
A0A0H2VAW5	4kh3
A0A0H2VAX3	5ek5
A0A0H2VBL3	3hfi
A0A0H2VBP9	2p5z
A0A0H2VC26	2h1f
A0A0H2VCL5	5uqi
A0A0H2VD83	3ivd;3ive
A0A0H2VDD2	5guy
A0A0H2VDD9	3pbk
A0A0H2VDI2	3n70
A0A0H2VDN9	4bwr
A0A0H2VDX9	3iq0;3k9e
A0A0H2VFJ4	3g8w
A0A0H2VG78	4lds
A0A0H2VGF1	2k1h
A0A0H2VHB1	4m7o
A0A0H2VHE3	3fle
A0A0H2VHN1	3frm
A0A0H2VHN8	3gbh
A0A0H2VHQ2	3iwf
A0A0H2VHQ6	2ppv
A0A0H2VHU6	1xhj
A0A0H2VIU2	2qgs
A0A0H2VJZ8	4kdp
A0A0H2VTH7	2rn7
A0A0H2VTI6	3c8d;2b20;3c87;3c8h
A0A0H2VWV0	1ylo
A0A0H2VX33	2inw
A0A0H2VY20	3k3s
A0A0H2W186	3tv9
A0A0H2W1T3	5eqv
A0A0H2W507	3qk7
A0A0H2W5P5	2z23
A0A0H2WBM4	3E+099
A0A0H2WCA9	6u94
A0A0H2WCF8	3lou
A0A0H2WF95	3i09
A0A0H2WFM6	6mqh
A0A0H2WJQ2	3k2k
A0A0H2WM30	6se1
A0A0H2WND1	3qwt
A0A0H2WQ05	2f9c;2pig
A0A0H2WR29	6erj
A0A0H2WUU6	2kkv
A0A0H2WVW5	7o4b;5tt1;7ok9;7o4c;7o4a;7o49;5tro
A0A0H2WW38	2xmz
A0A0H2WW65	2m46
A0A0H2WWB5	2okt
A0A0H2WWL2	4bxi
A0A0H2WWM9	3qjg
A0A0H2WWS2	7a7b;7apr
A0A0H2WWV6	4x7m;4x7p;4x6l;4x7r
A0A0H2WX20	3t41;3qfh
A0A0H2WX25	4q7g
A0A0H2WXF8	4dki
A0A0H2WXG3	2h5m
A0A0H2WXM0	3p8k
A0A0H2WXS6	4rh6
A0A0H2WXT1	3r2i
A0A0H2WXZ7	4wk3;4wk1
A0A0H2WY27	5tw8;3hum;3hun;6dz8;7kcv;5tx9;7kcx;5tw4;6c3k;5ty2;7kcw;5ty7;7kcy;6c39
A0A0H2WYH0	3kzw
A0A0H2WYW3	3hl6
A0A0H2WZ09	3iwh;3mzz
A0A0H2WZ38	5n9m
A0A0H2WZ98	2ihy
A0A0H2WZB2	5xz0
A0A0H2WZL3	3ib3;3iii
A0A0H2WZS4	7d5p;7d5q
A0A0H2WZV8	4ewt
A0A0H2WZY4	3ry7
A0A0H2X069	2d5k
A0A0H2X0D9	2lrj
